Insectendoos_label|Insectendoos_toelichting|AangegevenTaxon|aantal
08-03|Geen etiket|Halacritus punctum|2
08-03|Geen etiket|Acritus minutus|1
08-03|Geen etiket|Acritus nigricornis|2
08-03|Geen etiket|Acritus homoeopathicus|1
08-03|Geen etiket|Acritus italicus|2
08-03|Geen etiket|Eurobrachium pusillum|3
08-03|Geen etiket|Aeletes atomarius|1
08-04|57 (58) Voorlopig NON DET.|NN NN|72
08-05|Nr. 2459 tot en met 2557; voorlopig NON DET.|NN NN|71
08-06|Geen etiket; voorlopig NON DET.|NN NN|17
08-07|2816-2895; voorlopig NON DET.|NN NN|290
08-08|2875-2916; voorlopig NON DET.|NN NN|119
08-09|37; voorlopig NON DET.|NN NN|29
08-10|Geen etiket; voorlopig NON DET.|NN NN|30
08-11|Australië; voorlopig NON DET.|NN NN|23
08-12|Kasten no 3 - Zuid Amerika; voorlopig NON DET.|NN NN|98
08-13|Klein doosje, geen etiket; voorlopig NON DET.|NN NN|68
08-14|Geen etiket|Megasternum obscurum|52
08-14|Geen etiket|Cryptopleurum minutum|11
08-14|Geen etiket|Cryptopleurum crenatum|1
08-14|Geen etiket|Cryptopleurum subtile|2
08-14|Geen etiket|Crenitis punctatostriata|8
08-14|Geen etiket|Paracymus aeneus|13
08-14|Geen etiket|Paracymus scutellarus|2
08-14|Geen etiket|Hydrobius fuscipes|31
08-14|Geen etiket|Lymnoxenus niger|21
08-14|Geen etiket|Anacaena globulus|24
08-14|Geen etiket|Anacaena limbata|19
08-14|Geen etiket|Anacaena lutescens|2
08-14|Geen etiket|Anacaena bipustulata|4
08-14|Geen etiket|Laccobius striatulus|10
08-14|Geen etiket|Laccobius sinuatus|1
08-14|Geen etiket|Laccobius syriacus|1
08-14|Geen etiket|Laccobius obscuratus|1
08-14|Geen etiket|Laccobius atratus|1
08-14|Geen etiket|Laccobius atrocephalus|1
08-14|Geen etiket|Laccobius bipunctatus|18
08-14|Geen etiket|Laccobius neapolitanus|1
08-14|Geen etiket|Laccobius simulatrix|1
08-14|Geen etiket|Laccobius minutus|23
08-14|Geen etiket|Laccobius colon|3
08-14|Geen etiket|Laccobius gracilis|3
08-14|Geen etiket|Laccobius alternus|1
08-14|Geen etiket|Laccobius revelieri|1
08-14|Geen etiket|Laccobius femoralis|1
08-14|Geen etiket|Helochares lividus|5
08-14|Geen etiket|Helochares obscurus|14
08-14|Geen etiket|Enochrus melanocephalus|5
08-14|Geen etiket|Enochrus ochropterus|2
08-14|Geen etiket|Enochrus caspius|1
08-14|Geen etiket|Enochrus quadripunctatus|1
08-14|Geen etiket|Enochrus halophilus|5
08-14|Geen etiket|Enochrus bicolor|28
08-14|Geen etiket|Enochrus testaceus|13
08-14|Geen etiket|Enochrus affinis|4
08-14|Geen etiket|Enochrus nigritus|1
08-14|Geen etiket|Enochrus coarctatus|24
08-14|Geen etiket|Cymbiodyta marginella|39
08-14|Geen etiket|Chaetarthria seminulum|5
08-14|Geen etiket|Hydrochara caraboides|8
08-14|Geen etiket|Hydrochara flavipes|9
08-14|Geen etiket|Hydrochara affinis|1
08-14|Geen etiket|Sternolophus rufipes|4
08-15|Geen etiket; voorlopig NON DET.|NN NN|76
08-16|Geen etiket; voorlopig NON DET.|NN NN|75
08-17|Afrika; voorlopig NON DET.|NN NN|24
08-18|3762-3824; voorlopig NON DET.|NN NN|472
08-19|Geen etiket; voorlopig NON DET.|NN NN|87
08-20|Coleoptera; voorlopig NON DET.|NN NN|321
08-21|Geen etiket; voorlopig NON DET.|NN NN|98
13-03|Lastige naamgeving; voorlopig NON DET.|NN NN|27
13-04|Lastige naamgeving; voorlopig NON DET.|NN NN|84
13-05|Lastige naamgeving; voorlopig NON DET.|NN NN|67
13-06|Lastige naamgeving; voorlopig NON DET.|NN NN|39
13-07|Lastige naamgeving; voorlopig NON DET.|NN NN|100
13-08|Lastige naamgeving; voorlopig NON DET.|NN NN|104
09-01|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2817-2832 | Scarabaeidae, Lucanidae"|Orycles nasicornis|24
09-01|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2817-2832 | Scarabaeidae, Lucanidae"|Valgus hemipterus|10
09-01|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2817-2832 | Scarabaeidae, Lucanidae"|Osmoderma eremita|3
09-01|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2817-2832 | Scarabaeidae, Lucanidae"|Gnorimus variabilis|1
09-01|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2817-2832 | Scarabaeidae, Lucanidae"|Gnorimus nobilis|4
09-01|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2817-2832 | Scarabaeidae, Lucanidae"|Trichius fasciatus|11
09-01|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2817-2832 | Scarabaeidae, Lucanidae"|Trichius zonatus|12
09-01|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2817-2832 | Scarabaeidae, Lucanidae"|Oxythyrea funesta|4
09-01|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2817-2832 | Scarabaeidae, Lucanidae"|Cetonia aurata|12
09-01|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2817-2832 | Scarabaeidae, Lucanidae"|Potosia cuprea|5
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Copris lunaris|4
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Caccobius schreberi|2
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Onthophagus taurus|4
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Onthophagus ovatus|5
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Onthophagus fracticornis|13
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Onthophagus coenobiata|9
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Onthophagus vaccai|3
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Onthophagus nuchicornis|3
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Odontaeus armiger|1
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Ceratophyus typhoeus|11
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Geotrupes mutator|3
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Geotrupes spiniger|2
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Geotrupes stercorarius|6
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Geotrupes niger|5
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Geotrupes stercorosus|7
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Geotrupes vernalis|8
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Aphodius erraticus|3
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Aphodius subterraneus|1
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Aphodius fossor|12
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Aphodius haemorrhoidalis|3
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Aphodius brevis|2
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Aphodius luridus|12
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Aphodius rufipes|11
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Aphodius sticticus|2
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Aphodius inquinatus|13
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Aphodius contaminatus|7
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Aphodius prodromus|21
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Aphodius punctatosulcatus|4
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Aphodius merdarius|4
09-02|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2733-2776 | Scarabaeidae"|Aphodius pusillus|7
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Aphodius fimetarius|2
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Aphodius foetus|2
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Aphodius scybalarius|2
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Aphodius ater|15
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Aphodius sordidus|5
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Aphodius rufus|16
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Aphodius granarius|16
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Pleurophorus caesus|2
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Aegialia arenaria|8
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Trox scabulosus|1
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Serica brunnea|8
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Amphimallon solstitialis|10
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Polyphylla fullo|5
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Melolontha vulgaris|4
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Melolontha hippocastani|4
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Anomaia aenea|9
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Phyllopertha horticola|7
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Anisoplia segetum|2
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Anisoplia agricola|7
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Hoplia philanthus|1
09-03|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2777-2816 | Scarabaeidae"|Hoplia graminicola|2
09-04|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2188-2229 | Nitidulidae"|Carpophilus dimidiatus|1
09-04|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2188-2229 | Nitidulidae"|Carpophilus sexpustulatus|15
09-04|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2188-2229 | Nitidulidae"|Nitidula bipunctata|1
09-04|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2188-2229 | Nitidulidae"|Nitidula rufipes|12
09-04|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2188-2229 | Nitidulidae"|Omosita depressa|4
09-04|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2188-2229 | Nitidulidae"|Omosita discoidea|3
09-04|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2188-2229 | Nitidulidae"|Omosita colon|6
09-04|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2188-2229 | Nitidulidae"|Epuraea unicolor|2
09-04|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2188-2229 | Nitidulidae"|Epuraea abietina|1
09-04|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2188-2229 | Nitidulidae"|Soronia grisea|10
09-04|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2188-2229 | Nitidulidae"|Cychramus luteus|2
09-04|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2188-2229 | Nitidulidae"|Pocadius ferrugineus|10
09-04|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2188-2229 | Nitidulidae"|Glischrochilus 4-guttatus|11
09-04|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2188-2229 | Nitidulidae"|Glischrochilus olivieri|16
09-04|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2188-2229 | Nitidulidae"|Glischrochilus 4-pustulatus|13
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|Anthicus bimaculatus|10
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|Cerocoma schaefferi|4
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|Lytta vesicatoria|8
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|Meloe proscarabeus|5
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|Meloe violaceus|1
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|Meloe variegatus|1
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|Meloe brevicollis|2
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|Apalus muralis|2
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|Metoecus paradoxus|1
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|Mordellochroa abdominalis|1
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|Anaspis frontalis|3
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|Anaspis thoracica|1
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|Anaspis maculata|1
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|Anaspis costai|1
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|Anaspis flava|1
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|Tetratoma fungorum|1
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|Hallomenus binotatus|3
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|Orchesia undulata|3
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|Melandrya caraboides|10
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|Lagria hirta|11
09-05|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2627-2690 | divers"|NN NN|8
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Gibbium psylloides|1
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Niptus holoeucus|1
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Ptinus rufipes|1
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Ptinus tectus|1
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Nacerda melanura|10
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Chrysanthia viridis|12
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Oedemera flavipes|3
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Oedemera podagrariae|1
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Oedemera nobilis|8
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Oedemera virescens|6
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Oedemera lurida|2
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Pytho depressus|16
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Salpingus castaneus|5
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Rhinosimus planirostris|5
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Rhinosimus ruficollis|3
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Mycterus curculionoides|3
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Pyrochroa coccinea|28
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Pyrochroa serraticornis|27
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Schizotus pectinicornis|9
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Notoxus monoceros|13
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Anthicus floralis|9
09-06|"Natuurhistorisch museum Enschede | Coleoptera Nederland | 2576-2626 | divers"|Oedemera croceicollis|9
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Platyrrhinus resinosus|8
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Anthribus albinus|4
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Urodon suturalis|7
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Rhinomacer attelaboides|2
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Doydirhynchus austriacus|14
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Pselaphorhynchus nanus|2
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Pselaphorhynchus tomentosus|10
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Pselaphorhynchus longiceps|1
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Lasiorhynchites sericeus|4
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Lasiorhynchites cavifrons|5
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Lasiorhynchites coeruleocephalus|5
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Coenorhinus germanicus|11
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Coenorhinus aenovirens|4
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Coenorhinus pauxillus|3
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Coenorhinus aequatus|9
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Rhynchitus coeruleus|1
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Rhynchitus hungaricus|12
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Rhynchitus cupreus|9
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Rhynchitus auratus|10
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Rhynchitus giganteus|3
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Rhynchitus bacchus|2
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Bytiscus betulae|10
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Deporatus betulae|8
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Attelabus nitens|5
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Apoderus coryli|10
09-07|Schenking H. Bosz.; Anthribidae / Curculionidae 1|Bytiscus populi|6
09-08|Schenking H. Bosz.; Anthribidae / Curculionidae 3; ik heb eerste soorten onder Apion gerangschikt, maar heeft nog aandacht nodig. Apion was oud verzamel/rest geslacht. Kost wel even tijd. Is inderdaad doorlopend van doos 2|Apion spencei|3
09-08|Schenking H. Bosz.; Anthribidae / Curculionidae 3; ik heb eerste soorten onder Apion gerangschikt, maar heeft nog aandacht nodig. Apion was oud verzamel/rest geslacht. Kost wel even tijd. Is inderdaad doorlopend van doos 2|Apion punctigerum|5
09-08|Schenking H. Bosz.; Anthribidae / Curculionidae 3; ik heb eerste soorten onder Apion gerangschikt, maar heeft nog aandacht nodig. Apion was oud verzamel/rest geslacht. Kost wel even tijd. Is inderdaad doorlopend van doos 2|Apion facetum|1
09-08|Schenking H. Bosz.; Anthribidae / Curculionidae 3; ik heb eerste soorten onder Apion gerangschikt, maar heeft nog aandacht nodig. Apion was oud verzamel/rest geslacht. Kost wel even tijd. Is inderdaad doorlopend van doos 2|Apion reflexum|2
09-08|Schenking H. Bosz.; Anthribidae / Curculionidae 3; ik heb eerste soorten onder Apion gerangschikt, maar heeft nog aandacht nodig. Apion was oud verzamel/rest geslacht. Kost wel even tijd. Is inderdaad doorlopend van doos 2|Apion vorax|1
09-08|Schenking H. Bosz.; Anthribidae / Curculionidae 3; ik heb eerste soorten onder Apion gerangschikt, maar heeft nog aandacht nodig. Apion was oud verzamel/rest geslacht. Kost wel even tijd. Is inderdaad doorlopend van doos 2|Apion ononis|10
09-08|Schenking H. Bosz.; Anthribidae / Curculionidae 3; ik heb eerste soorten onder Apion gerangschikt, maar heeft nog aandacht nodig. Apion was oud verzamel/rest geslacht. Kost wel even tijd. Is inderdaad doorlopend van doos 2|Apion simile|10
09-08|Schenking H. Bosz.; Anthribidae / Curculionidae 3; ik heb eerste soorten onder Apion gerangschikt, maar heeft nog aandacht nodig. Apion was oud verzamel/rest geslacht. Kost wel even tijd. Is inderdaad doorlopend van doos 2|Apion viciae|9
09-08|Schenking H. Bosz.; Anthribidae / Curculionidae 3; ik heb eerste soorten onder Apion gerangschikt, maar heeft nog aandacht nodig. Apion was oud verzamel/rest geslacht. Kost wel even tijd. Is inderdaad doorlopend van doos 2|Apion opeticum|1
09-08|Schenking H. Bosz.; Anthribidae / Curculionidae 3; ik heb eerste soorten onder Apion gerangschikt, maar heeft nog aandacht nodig. Apion was oud verzamel/rest geslacht. Kost wel even tijd. Is inderdaad doorlopend van doos 2|Apion craccae|4
